Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness
67812,1029.053,387.4898408,225.0748206,1.721604575,0.814008133,NA,293.8382548,NA,0.978754114,NA,0.758312152
67844,1014.851,NA,225.0825456,1.733259157,0.816781044,NA,293.9075768,0.696528854,0.976889516,0.827783454,0.753365036
67882,991.604,392.7362244,221.5486688,1.772686004,0.825695756,NA,293.9898753,0.71226811,0.990038649,NA,0.748568268
67882,989.45,380.7966196,NA,1.668616752,0.800525428,NA,293.9898753,0.742756478,0.990963636,NA,0.772039089
67889,1009.017,381.7257559,NA,1.660201942,0.798242385,NA,294.005033,0.761019191,0.980558966,0.837938816,0.770199622
67899,1004.907,396.0270267,NA,1.798519928,0.831173766,NA,294.0266856,0.826725922,0.988412548,NA,0.742440959
NA,1003.736,389.0970586,NA,1.726176272,0.815103675,NA,294.0483366,NA,0.977093855,NA,0.755719762
67916,989.997,NA,NA,1.511588728,0.749896111,NA,294.0634913,NA,0.988501732,0.870791551,0.81048427
NA,1003.522,388.2469891,224.6437061,1.728278953,0.815604146,NA,294.0764805,0.676884748,0.989784766,0.847552353,0.757446905
67935,989.286,378.0667965,NA,1.636615327,0.791617374,68767,294.1046216,NA,0.987901174,NA,0.777917089
67943,1015.562,383.7381648,NA,1.689694064,0.806067865,NA,294.121938,0.685185559,0.989110655,0.827831025,0.766465171
67953,991.332,385.5650943,225.9048187,1.706759053,0.810379178,NA,294.1435819,0.727742972,0.984868907,NA,0.762889552
67976,995.582,382.4644112,NA,1.665377296,0.79965139,69399,294.193357,NA,0.979495382,0.861809738,0.769204528
NA,1014.64,398.0008833,219.2147418,1.815575358,0.834644135,NA,294.2171595,0.807063153,0.989722388,0.829873283,0.739237454
NA,996.629,371.7058809,234.4417579,1.58549349,0.776011749,NA,294.2625952,0.725465096,0.984624294,0.860404805,0.791654398
NA,1007.399,396.924249,NA,1.795272882,0.830500162,69372,294.2885554,0.75388469,0.980510869,NA,0.741422466
68033,1005.269,384.9832288,NA,1.70106731,0.808958166,NA,294.3166763,0.66589343,0.989729266,NA,0.764492202
68043,1001.937,383.8083045,NA,1.688136724,0.805666725,NA,294.3383059,0.687900601,0.985744709,0.851750678,0.766888841
68045,1028.051,401.0168658,217.5590453,1.843255311,0.840043892,NA,294.3426317,NA,0.985473873,NA,0.733990654
68068,990.337,385.2068488,227.2000155,1.695452563,0.807539844,68964,294.3923731,NA,0.987007714,NA,0.764244909
68100,1014.884,384.1957345,227.0617879,1.692031663,0.806667535,69047,294.4615645,0.72262309,0.986284705,NA,0.766436319
68197,1008.009,368.3233216,238.7370585,1.542799111,0.761493515,NA,294.6712019,0.727830607,0.977874964,0.843424699,0.800034059
68226,1011.284,385.8758434,227.5336849,1.695906448,0.807655115,NA,294.733848,0.788922294,0.978753927,NA,0.763804869
68234,988.005,383.9724637,NA,1.68279656,0.8042812,NA,294.7511274,0.788103488,0.984120574,0.878400168,0.767636107
NA,1015.699,395.5950337,NA,1.782784808,0.827869879,NA,294.7986404,0.797569526,0.983317486,0.831420346,0.745203087
NA,1027.426,408.5483541,215.8187179,1.893016316,0.849084242,NA,294.8159159,NA,0.977686116,NA,0.721618171
NA,1020.269,400.8018836,NA,1.83533572,0.838527391,NA,294.822394,0.669967418,0.991301949,0.824121605,0.735581358
68272,1007.016,398.6198542,NA,1.812280677,0.83398249,NA,294.8331905,0.656663589,0.991101111,0.846018281,0.739634986
68291,1010.006,398.0005437,NA,1.778689126,0.82699329,NA,294.8742134,0.722931487,0.969849746,NA,0.740888971
68292,1035.332,402.7115718,218.4844239,1.843204951,0.840034319,NA,294.8763724,NA,0.981122317,0.800608913,0.732227214
68324,1024.408,NA,218.3846357,1.846802678,0.840715973,69905,294.9454503,0.7942804,0.977383592,0.818158083,0.73130598
68325,1008.586,NA,227.1814888,1.708367834,0.81077781,NA,294.9476087,0.799899317,0.981751563,NA,0.759959682
68330,1027.922,398.7044613,219.5707805,1.815835697,0.834696241,NA,294.9584006,NA,0.986116723,NA,0.739792075
68338,1004.376,383.9729287,NA,1.680560005,0.803696273,NA,294.9756668,0.817195815,0.986032955,0.85129381,0.768219957
68345,1030.61,401.5475801,218.4324521,1.838314666,0.839100443,NA,294.9907739,0.759979984,0.984330218,NA,0.73463467
68352,1003.918,399.5254213,NA,1.817014956,0.834931945,NA,295.0058802,0.783000172,0.989504466,0.852245288,0.738390762
68367,1017.312,388.0458726,228.1223267,1.701042937,0.808952045,NA,295.0382483,0.800287962,0.974124788,0.830133715,0.760317965
68374,1009.761,392.1127583,NA,1.759811675,0.822861059,NA,295.0533522,0.766816948,0.991013711,NA,0.752470676
NA,1010.424,385.8246689,226.7409538,1.701609976,0.809094372,NA,295.0770853,0.702313831,0.988151145,NA,0.764795797
NA,992.182,377.7808445,232.6215928,1.624014521,0.787935299,69082,295.0965019,0.729536,0.990040821,NA,0.781131458
68395,1008.539,381.9192243,230.7822059,1.654890258,0.796779868,NA,295.0986592,NA,0.981206513,0.844984659,0.772672964
NA,1003.086,380.6843,NA,1.646749524,0.794505548,NA,295.1094456,0.805938494,0.984781951,NA,0.775207818
68400,1028.492,404.3096895,NA,1.87048002,0.845091229,NA,295.1094456,0.767676768,0.989354316,NA,0.729909407
68404,994.109,380.6200061,230.6562067,1.650161561,0.795463677,NA,295.1180744,0.766792216,0.989211858,0.869807907,0.775361436
68412,1000.541,382.7686783,231.4040488,1.654114006,0.796564729,NA,295.1353312,0.7699372,0.981126664,0.858761116,0.771054028
NA,1024.358,397.36528,222.357838,1.787053173,0.828776044,NA,295.1849391,0.707521323,0.979363739,NA,0.742855388
68440,1016.553,396.8650159,224.8122633,1.76531747,0.824082123,NA,295.1957223,0.767660453,0.969432562,0.832261514,0.743818957
68443,1015.573,387.3241619,NA,1.699720915,0.808619565,NA,295.202192,NA,0.980390191,0.83390506,0.762157957
NA,1021.462,393.3877979,NA,1.762718415,0.823507361,NA,295.2302259,0.818283966,0.988505747,NA,0.750481402
NA,992.387,NA,NA,1.678606552,0.803183122,NA,295.2927534,NA,0.991329396,0.873862678,0.770835696
NA,991.032,385.057987,NA,1.688753195,0.805825673,69171,295.3164673,0.777709653,0.990241575,NA,0.766940246
68511,991.58,NA,226.4845074,1.712130532,0.811705007,69130,295.3488013,NA,0.991045856,NA,0.761657707
68511,1014.54,393.7455185,NA,1.760946628,0.823113853,NA,295.3488013,0.81370849,0.988871568,NA,0.750100731
68545,1007.411,387.4447693,226.7165376,1.70893916,0.810919058,NA,295.4220787,0.78356844,0.988377961,0.848735304,0.762488236
68551,991.189,381.2139196,230.854313,1.651318161,0.795786853,NA,295.4350081,0.733510957,0.986146675,NA,0.774984839
68552,1014.755,390.4415269,226.0322675,1.727370748,0.815388241,69827,295.437163,0.761485826,0.981740587,NA,0.75667454
68562,984.765,NA,229.5108679,1.676918633,0.802738013,NA,295.4587106,0.788522139,0.984562804,0.888440059,0.767682344
68564,1007.341,393.5252982,223.2566146,1.762659077,0.823494205,NA,295.4630199,0.724226804,0.992171333,0.849088559,0.750810739
68566,1008.527,377.992253,234.0837482,1.614773584,0.785168752,NA,295.4673292,NA,0.981210378,0.847117433,0.781675621
NA,1012.976,387.9502601,NA,1.701506828,0.809068494,NA,295.5190356,NA,0.985488506,NA,0.761744651
68602,1028.917,NA,223.1578972,1.764485745,0.823898513,NA,295.5448853,NA,0.985675082,NA,0.750573165
68609,996.685,NA,231.0966916,1.645549598,0.794166905,69346,295.5599633,0.680644841,0.989372134,NA,0.777214509
NA,992.208,NA,232.654677,1.631036565,0.789999847,NA,295.6030391,0.758264463,0.982238443,0.876016096,0.77899274
68632,1009.219,390.7563616,226.2789454,1.726879012,0.815271176,69718,295.6094999,0.685634366,0.984422961,NA,0.756505918
68634,1007.249,385.3609988,NA,1.679690449,0.803468112,70059,295.613807,0.724430559,0.979660001,NA,0.767108784
68650,1009.473,386.6385507,227.7943899,1.697313752,0.808011828,NA,295.6482619,0.736019384,0.987386195,0.846566328,0.764663175
NA,988.425,384.5531182,228.0544213,1.686233996,0.805174838,NA,295.6611814,0.810100295,0.992497289,0.883081768,0.768843542
68670,1050.566,413.9228612,212.2300571,1.950349856,0.858550792,69637,295.6913248,0.710781269,0.986113704,0.781862221,0.714363357
NA,1031.577,399.31993,222.3409906,1.79597981,0.830647173,70214,295.6934777,0.760299377,0.978024326,NA,0.740492662
68678,1006.562,392.7843313,224.7520261,1.747634218,0.820112637,NA,295.7085482,0.805078189,0.984503792,0.851817272,0.7528522
68728,990.893,387.9058718,226.4992756,1.712614183,0.811823668,69493,295.8161717,0.76815093,0.988991697,NA,0.762597819
NA,1027.807,406.8969801,NA,1.876405041,0.846156827,NA,295.8613619,0.744552504,0.988326792,0.8178113,0.727116141
68749,1024.216,391.3524554,226.6710099,1.726521868,0.815186079,NA,295.8613619,0.76838564,0.979637493,NA,0.755997204
68752,1025.143,403.6652478,218.4574089,1.847798387,0.840903827,NA,295.8678171,0.798059177,0.989180479,NA,0.732953403
68814,1033.465,NA,232.0830135,1.653620772,0.79642784,70564,296.0011926,NA,0.975199819,NA,0.77128376
68837,1038.354,396.6017422,227.4859959,1.74341168,0.819143955,NA,296.0506554,0.656641102,0.963739202,NA,0.746468368
68841,991.351,NA,236.2008465,1.574863559,0.772532157,69365,296.0592567,NA,0.992445758,NA,0.795892223
68843,1007.263,391.8923946,225.7392283,1.736040286,0.817433134,NA,296.0635573,0.807561468,0.985555174,NA,0.755471557
NA,1030.435,390.322355,227.4152121,1.71634233,0.812734405,NA,296.1409573,0.795553246,0.98136407,NA,0.758708676
68888,1013.834,NA,218.5901052,1.863759135,0.843868519,NA,296.1603042,0.7402536,0.980751708,0.842208726,0.726953385
NA,1027.553,400.6362934,NA,1.816265976,0.834782304,NA,296.1796497,0.700229693,0.987713966,0.819977079,0.739273138
NA,1019.142,NA,222.4790882,1.79913435,0.831300757,NA,296.2548705,0.772684983,0.980275601,NA,0.740138009
68934,1013.374,400.5776187,221.3945774,1.809337986,0.833388027,NA,296.2591683,0.82252291,0.981728072,NA,0.739579933
68938,1004.618,384.3498284,NA,1.67585633,0.802457064,NA,296.2677636,NA,0.988075104,NA,0.770828401
NA,1015.946,384.3988557,230.8984362,1.664796271,0.799493982,NA,296.375184,0.767300634,0.979859671,0.839928213,0.771009538
68993,1025.729,397.6746265,222.3474964,1.788527566,0.82908732,NA,296.3859239,0.779141728,0.988183563,NA,0.745297548
69016,1020.332,402.0536158,NA,1.823741101,0.836266346,NA,296.4353225,NA,0.986647605,0.833060676,0.737302964
69018,1036.307,403.3788349,219.2340715,1.839945918,0.8394129,NA,296.4396176,0.797131077,0.988895735,NA,0.734891353
69020,1017.811,386.1991321,NA,1.687494342,0.805500878,69789,296.4439127,0.702450741,0.988981072,0.837241098,0.76759342
69034,990.33,386.0383345,229.1118279,1.684934113,0.804837664,NA,296.4739765,NA,0.98708838,NA,0.767991026
69057,1015.989,398.4042886,222.611652,1.789682998,0.829330637,NA,296.5233604,0.778984772,0.983521805,NA,0.744277531
69100,1011.142,377.8914472,233.9976046,1.614937246,0.785218248,70276,296.6156647,0.774828719,0.98326598,NA,0.784922937
69110,986.633,358.5153661,NA,1.454357425,0.726100217,NA,296.6371267,NA,0.98872643,NA,0.82740422
69135,1014.976,384.5559637,230.1083012,1.671195527,0.801216901,NA,296.6907749,NA,0.989041645,0.843327544,0.77151521
69144,997.499,383.3073234,NA,1.655035792,0.796820163,70302,296.7100859,NA,0.983528207,0.873251672,0.774078834
69172,1010.033,392.1770149,225.7555362,1.737175626,0.817698288,NA,296.7701565,0.824162993,0.991258491,0.852057827,0.756725012
69189,1010.92,394.55423,NA,1.749910816,0.820631527,NA,296.806622,0.790261787,0.985093115,0.850772298,0.752258117
NA,1034.794,420.1858938,212.6011487,1.976404626,0.862551506,NA,296.8752508,0.803960511,0.986250819,NA,0.706533121
69272,1018.472,395.7520065,224.1743966,1.765375585,0.824094941,NA,296.9845951,0.76715727,0.989911115,NA,0.750431053
NA,1015.684,406.0431256,218.5881833,1.857571253,0.842729428,NA,297.1260398,0.737011054,0.991676201,0.84462504,0.731759809
69343,1042.187,404.9235883,220.6554619,1.835094336,0.838480818,NA,297.1367526,0.755567904,0.987398189,NA,0.733809442
69345,1024.41,NA,NA,1.745944156,0.819725905,NA,297.1410376,0.719465886,0.983128943,0.830380989,0.753816951
NA,996.596,NA,NA,1.623914043,0.787905523,70667,297.196737,0.808143057,0.981660464,0.877706955,0.781515873
69398,1009.124,392.7793368,225.9440829,1.738391782,0.817981645,70022,297.2545675,0.813518393,0.991088515,NA,0.756797875
NA,992.04,377.0840491,NA,1.604487712,0.782021151,NA,297.2824079,0.770924963,0.991175085,0.886298059,0.78837174
69441,1019.858,NA,NA,1.800519913,0.831586582,NA,297.3466449,0.749676124,0.986896522,NA,0.742121789
69462,1001.839,376.0246721,238.4526609,1.576936365,0.77321743,NA,297.3916025,0.749684313,0.982155987,NA,0.790883217
69471,1069.638,399.1002455,225.0057818,1.77373329,0.825923216,71088,297.410868,0.707386364,0.977253545,NA,0.74520342
69478,999.119,380.0828991,NA,1.617639982,0.786033012,70380,297.4258514,NA,0.987183859,0.874626711,0.782528896
NA,1008.56,384.7246167,231.9380636,1.65873859,0.797841135,70402,297.4279918,0.67637238,0.986889577,0.858341169,0.773093218
NA,1013.931,396.3114601,226.131356,1.7525719,0.821235077,NA,297.4622365,0.737472674,0.982567017,NA,0.750576924
69501,998.549,382.0129886,NA,1.641814204,0.793107011,70342,297.4750773,0.776243927,0.988044127,0.875915386,0.778704092
69517,1018.42,390.3069197,227.7892748,1.713456088,0.812029944,NA,297.5093165,NA,0.989650362,NA,0.762244535
69518,1013.957,393.94202,228.4296567,1.724566003,0.814718959,71385,297.5114564,0.748084539,0.973846046,NA,0.755216355
69542,1009.509,389.8981014,229.6148576,1.69805258,0.808198684,NA,297.5628075,NA,0.980790929,NA,0.763180961
69544,1022.185,NA,227.1798887,1.726091918,0.815083553,NA,297.5670864,0.735705142,0.990034736,NA,0.75884153
NA,996.279,382.5603879,NA,1.642882265,0.793410949,70165,297.5692258,0.822784061,0.991163686,0.8804685,0.777835958
NA,1014.055,397.0148072,226.1333629,1.755666665,0.821932987,NA,297.6141498,0.784956671,0.976515673,NA,0.749629849
NA,1028.61,NA,227.7141853,1.739427172,0.818222339,NA,297.6569283,0.777757908,0.971817217,0.826476011,0.751483865
69589,994.969,376.5211208,NA,1.586827314,0.776442343,NA,297.6633445,0.758397088,0.987344107,NA,0.790562144
69600,1009.582,396.9247148,225.5600601,1.759729602,0.822842757,NA,297.6868696,0.740488552,0.982800983,NA,0.749983205
69609,997.88,392.4624072,NA,1.734244438,0.817012481,70137,297.7061159,0.8035671,0.992471876,NA,0.758559573
69623,1009.02,379.5493203,NA,1.621138457,0.787080372,NA,297.7360523,0.723731809,0.989201938,0.859336082,0.78444628
69624,1048.166,417.3255655,NA,1.931446199,0.855533926,NA,297.7381905,NA,0.981020417,NA,0.713443448
69637,1008.888,393.4145063,NA,1.72782734,0.815496835,70819,297.7659856,0.740496167,0.983309564,0.859733806,0.756875969
69648,1038.597,400.3222294,NA,1.78139446,0.827573088,NA,297.7895025,0.780710899,0.977913818,NA,0.743874511
69655,1015.666,394.0279856,NA,1.74237516,0.818904916,NA,297.8044669,0.788023803,0.991360906,0.848516578,0.755795217
69667,1035.546,NA,222.0585678,1.823344496,0.836188132,NA,297.8301183,NA,0.978345434,NA,0.735584127
NA,1015.799,400.528512,224.1791261,1.786644987,0.828689711,70720,297.8450806,NA,0.985209276,0.848525789,0.743630158
69693,1028.815,401.549167,NA,1.793377501,0.830105017,71239,297.8856888,0.815981735,0.978298404,NA,0.741841132
69728,1020.06,386.0452276,232.194347,1.662595289,0.798895925,70902,297.9604789,NA,0.983441934,0.842103819,0.771827904
69756,1023.746,404.0026819,223.4443692,1.808068305,0.833130506,NA,298.0202974,0.77560097,0.98494818,0.836386467,0.737669107
NA,1022.531,400.0841038,223.7557422,1.788039493,0.828984375,NA,298.1356279,0.78054071,0.984709566,NA,0.745182388
69819,1001.884,383.379959,NA,1.637832916,0.791967775,71154,298.1548453,0.751736167,0.981237878,0.874074814,0.777700655
69825,1023.473,392.197274,NA,1.712323486,0.811752361,71138,298.1676562,0.790233137,0.981542917,0.837660483,0.760249181
NA,1017.734,388.5455472,NA,1.684866103,0.804819997,70911,298.1847366,0.796907452,0.984797845,NA,0.767438306
69839,1005.156,392.7669525,228.6643822,1.717656894,0.81305388,NA,298.1975462,0.801199982,0.988339018,NA,0.759222598
69843,1006.281,NA,232.0327908,1.664918159,0.799527019,NA,298.2060857,0.782116461,0.985105573,NA,0.771923475
69845,1050.03,416.1572514,NA,1.906774711,0.851443831,NA,298.2103553,0.783604277,0.967234909,NA,0.716580942
NA,1002.511,391.5626777,228.7546748,1.711714429,0.811602825,NA,298.3042717,NA,0.987634956,0.873857056,0.761830197
NA,1019.567,397.6524029,NA,1.764567894,0.823916662,NA,298.3064059,0.681421538,0.991038258,NA,0.75016875
69900,1013.617,397.2660549,NA,1.758001016,0.822456587,NA,298.3277462,0.668669167,0.986674948,NA,0.75095202
69923,1015.485,376.5109885,NA,1.590664671,0.777673793,NA,298.3768233,NA,0.990172338,0.852084944,0.792478394
69962,1000.601,377.1407444,NA,1.576627241,0.773115444,71574,298.4600225,0.778133689,0.977477855,NA,0.791375705
69965,1014.949,388.2999017,232.6341399,1.669144099,0.80066714,71261,298.4664215,0.78669815,0.981813334,NA,0.768649233
69966,1017.515,390.8109652,230.5279676,1.69528656,0.807497657,NA,298.4685544,0.709882305,0.986339607,NA,0.763715916
NA,1019.805,395.8064047,227.254477,1.74168804,0.818746181,NA,298.4941488,0.709104727,0.986926169,0.84554576,0.754141786
NA,1026.528,398.0416646,227.8185837,1.747186986,0.820010425,NA,298.5261386,NA,0.970803628,0.834685507,0.749987163
70000,1032.254,401.1511815,222.8211114,1.800328429,0.831547127,NA,298.5410661,NA,0.990449239,0.825533602,0.744210861
70006,1013.071,387.8711935,230.873465,1.680016339,0.803553671,NA,298.5538604,0.777326227,0.988115402,0.857166838,0.769724242
70015,1002.196,387.8131025,233.242644,1.662702394,0.798925093,NA,298.5730509,0.760577915,0.977044376,0.875982897,0.769889024
NA,1014.428,381.585578,237.6176307,1.605880746,0.782451726,NA,298.5986363,0.749448832,0.974085408,NA,0.782520759
70027,1031.138,NA,227.6328042,1.743465564,0.819156368,71427,298.5986363,0.801270096,0.980399569,0.827640628,0.75238408
70034,1035.563,393.5953858,228.8908126,1.719577039,0.813518988,71414,298.6135601,0.707092736,0.980676058,NA,0.758681557
NA,1019.075,NA,NA,1.618540662,0.786303437,71309,298.6199558,0.70392482,0.982162139,0.847471504,0.780966953
70057,1009.313,384.7634657,233.6409592,1.646815126,0.794524037,NA,298.6625902,NA,0.986871205,NA,0.77622388
NA,1006.869,387.1512521,231.7835065,1.67031407,0.800980974,NA,298.6817737,0.797473253,0.990262172,NA,0.771486007
NA,1014.005,397.9591302,226.7516836,1.755043773,0.821792861,NA,298.6924307,0.78520602,0.98814023,0.856382899,0.750560568
NA,1026.93,396.1705544,NA,1.747695378,0.820126607,NA,298.6966934,0.740917357,0.988809867,NA,0.753959854
70074,1020.42,NA,NA,1.758224069,0.822506491,NA,298.6988247,NA,0.991762908,NA,0.752941698
70080,1015.39,392.6195818,229.1275079,1.713541885,0.812050945,NA,298.7116123,0.683120833,0.989592894,NA,0.760816898
NA,1001.046,NA,236.0392725,1.617216965,0.785905815,71072,298.7286615,0.802151645,0.986154885,NA,0.782572058
70090,1026.526,393.1827706,227.4275671,1.728826349,0.815734085,NA,298.7329237,NA,0.989692177,NA,0.759781318
NA,1023.764,NA,NA,1.743767248,0.81922584,71191,298.80111,0.727799228,0.984984057,0.840745305,0.753681442
70124,1011.921,386.9887045,NA,1.658800444,0.797858121,71640,298.8053712,NA,0.978838638,0.860564304,0.772129439
70136,1030.908,NA,226.0338672,1.754674633,0.821709737,70887,298.8309367,NA,0.989405674,NA,0.753451745
70145,1006.802,NA,NA,1.698852427,0.808400648,NA,298.8501094,0.785322436,0.987484866,NA,0.764745799
70178,1013.164,NA,231.8971273,1.681984133,0.804069045,NA,298.9203987,NA,0.983932477,0.859115098,0.766369636
70188,1041.532,403.257678,224.9807702,1.792409537,0.829902661,71768,298.9416953,0.799589884,0.977984617,NA,0.741316809
70211,1029.422,389.8259,231.9589183,1.680581643,0.803701945,71738,298.9906716,0.68939751,0.97871421,0.832584136,0.766985138
NA,1038.267,416.5836291,NA,1.925980887,0.854643081,NA,299.0417687,0.793293124,0.984869731,NA,0.717843304
70237,1001.22,375.4192475,NA,1.569608611,0.770779916,70832,299.0460264,0.776030848,0.991599842,0.880474505,0.796565515
70262,1021.176,405.5603048,222.7263649,1.820890423,0.835702865,NA,299.0992425,0.81017942,0.982231977,NA,0.737496345
70263,1021.678,392.8862427,231.126409,1.69987603,0.808658622,NA,299.101371,0.748179146,0.978797799,NA,0.761292554
70286,1011.15,383.2150452,NA,1.623910773,0.787904554,NA,299.1503211,0.816595408,0.980990397,0.863868264,0.780633028
70286,1025.449,NA,NA,1.671034053,0.801173714,NA,299.1503211,0.775578213,0.981195818,NA,0.770259436
NA,1013.533,391.7922968,NA,1.708089304,0.810708889,NA,299.1545773,NA,0.991703821,NA,0.763554005
NA,1019.083,NA,226.1837303,1.769464572,0.824993163,71199,299.2269227,0.810142623,0.987682411,NA,0.747648441
70331,1037.407,403.1301199,NA,1.792429964,0.829906935,71883,299.24607,0.791552244,0.97840936,NA,0.742306405
70332,1004.224,377.6639772,NA,1.589843544,0.777411198,70976,299.2481974,0.710510365,0.99092651,0.876398526,0.792366271
NA,1030.51,395.2689627,230.1508068,1.717434617,0.812999921,NA,299.2630888,0.780226728,0.975237435,NA,0.757112541
70342,1013.073,382.5846158,236.8221826,1.615493159,0.785386236,NA,299.2694706,0.723668237,0.979625374,NA,0.782230802
70348,1004.593,NA,NA,1.697245152,0.807994464,NA,299.2822338,0.82366027,0.992354352,NA,0.765449579
NA,1024.836,398.4616319,227.0425318,1.755008759,0.821784979,NA,299.284361,0.828414979,0.988172662,NA,0.751099572
70350,1008.987,399.4792389,226.1899153,1.766123119,0.824259691,NA,299.2864881,0.712116611,0.990900896,NA,0.749191595
70383,1043.44,402.4927719,NA,1.787754044,0.828924124,NA,299.356675,0.676746601,0.98242651,NA,0.743756648
70419,1051.305,409.8035123,NA,1.860161694,0.843207858,NA,299.4332238,0.688451988,0.989322693,0.80064917,0.730675103
70445,998.333,379.1073004,238.9717847,1.586410299,0.776307862,NA,299.4884968,NA,0.985479065,0.888196758,0.78998346
70446,1016.413,396.5652183,228.7641383,1.733511298,0.816840315,NA,299.4906225,NA,0.985313864,NA,0.755211523
70448,1027.708,396.9221507,227.4069284,1.745426815,0.819607262,NA,299.4948738,0.764741641,0.987704171,NA,0.754543109
70461,1007.39,394.4824514,229.0611411,1.722170987,0.814144419,NA,299.5225059,NA,0.989467919,NA,0.759279671
NA,1021.176,400.5976711,NA,1.768455202,0.824772106,NA,299.6754992,0.797659033,0.982545343,NA,0.748070997
NA,1019.266,395.1254436,229.4974695,1.721698477,0.814030738,NA,299.7116112,0.744575312,0.98071924,NA,0.758522682
NA,1022.104,NA,NA,1.742348713,0.81889881,NA,299.7222315,0.782553239,0.976742576,NA,0.750433422
NA,998.451,NA,NA,1.651801206,0.795921585,NA,299.7392233,0.751677781,0.988194269,NA,0.775885345
70563,1014.222,393.4801157,229.3722556,1.715465171,0.812520752,NA,299.7392233,0.717351524,0.987765444,0.862026957,0.761764601
70583,1033.049,403.1133886,224.2776295,1.797385631,0.830938931,NA,299.7816986,0.769129345,0.990569083,NA,0.743665944
70586,1012.847,382.0235892,236.528212,1.615129062,0.785276235,NA,299.7880693,0.738455422,0.985480133,NA,0.784737063
70612,1016.702,398.3628876,228.0693472,1.746674389,0.819893162,71873,299.843277,NA,0.982455164,NA,0.752688783
70626,995.284,375.0609853,NA,1.556231984,0.766220513,71282,299.8729999,NA,0.990797116,NA,0.799531307
70644,1035.229,389.680282,236.3196772,1.648954021,0.795125402,NA,299.9112109,0.699500951,0.970624605,0.828346968,0.769634043
70646,1013.02,393.1988626,NA,1.714000317,0.812163096,NA,299.9154562,0.770252295,0.991369753,0.865090219,0.76275769
70683,1020.247,388.5491637,232.8047958,1.668991235,0.800626078,NA,299.9939845,0.793611407,0.990263106,NA,0.772087583
NA,1048.179,401.9008212,227.5360397,1.766317203,0.824302425,NA,300.0003508,0.717624365,0.974629788,0.808485735,0.746453689
70722,1029.555,400.5572151,226.2264628,1.770602829,0.825241923,71420,300.0767353,0.686441418,0.990226827,NA,0.749148247
70724,1029.749,394.0018235,229.948757,1.713433152,0.812024329,NA,300.0809783,0.73887879,0.990615458,NA,0.761623324
70731,1017.526,396.3671309,228.4624875,1.734933096,0.81717397,NA,300.0958284,0.777195411,0.98990931,NA,0.757115828
70731,1016.071,NA,238.37611,1.601948631,0.781232836,NA,300.0958284,NA,0.978664231,0.860937351,0.785866262
70754,1027.569,409.3725229,221.4679481,1.848450425,0.841026657,NA,300.1446164,0.800022614,0.988847272,NA,0.733182125
NA,1058.993,407.2359155,226.1279334,1.800909377,0.831666788,NA,300.1955171,0.789052397,0.969203171,NA,0.737153836
NA,1041.775,406.8583193,NA,1.807484428,0.833011873,NA,300.1997585,0.746506354,0.975804784,0.819544537,0.737848396
70827,1018.237,387.5777049,236.2735765,1.640376849,0.79269686,72309,300.2994126,0.698401586,0.979504626,NA,0.774810854
NA,1024.464,409.4658998,222.7092943,1.838566734,0.839148788,NA,300.3905567,0.682229496,0.988975719,NA,0.733615563
NA,1041.884,NA,NA,1.806451885,0.832801757,NA,300.3969145,0.703447112,0.975997025,NA,0.738230452
70888,1006.981,384.9516749,NA,1.627463256,0.788953274,72031,300.4287018,0.714467133,0.984131832,0.878496499,0.78043225
70908,1018.387,NA,226.7300931,1.769307951,0.824958891,NA,300.4710795,0.800388297,0.986683365,0.859170598,0.749014253
70912,1012.143,371.718651,NA,1.519213162,0.7528121,NA,300.4795544,0.761880204,0.986382162,0.869852962,0.808352106
70938,1026.906,NA,226.2540259,1.78253963,0.8278176,NA,300.534635,0.792638777,0.981691369,NA,0.745176275
70938,1032.174,405.4717127,225.0579786,1.801632251,0.831815497,71739,300.534635,0.787674883,0.988834525,NA,0.741197537
70943,1038.435,399.6836586,228.3168419,1.750565816,0.820780382,72323,300.5452263,0.776113688,0.980918933,NA,0.751957754
NA,1003.932,390.1790758,NA,1.676418881,0.802605922,71510,300.5579353,0.823227049,0.992154943,0.884601248,0.770307671
70954,1014.501,382.2136985,239.6298206,1.595017254,0.779057511,NA,300.5685257,0.74170787,0.979932879,NA,0.78638868
NA,1040.914,411.2238949,NA,1.856901027,0.842605273,NA,300.5706438,0.801968896,0.987406067,NA,0.730917263
NA,1040.983,404.4895417,225.9413974,1.790240949,0.829447939,72287,300.5897055,0.704532142,0.981697954,NA,0.743133442
NA,1032.731,386.4901941,NA,1.630147904,0.789740343,NA,300.5939413,0.685661836,0.978099373,NA,0.777753086
70983,1026.807,391.9138724,231.7010186,1.691463744,0.806522115,71829,300.629943,0.75911152,0.988222027,NA,0.767081658
NA,1034.76,396.3016423,230.739239,1.717530334,0.81302316,NA,300.6659403,0.746111812,0.976132864,NA,0.758679521
71014,1012.162,401.8132304,226.7760614,1.771850291,0.825513913,NA,300.695582,0.66802126,0.994259633,0.871071457,0.748346643
NA,1024.243,389.9032255,233.7988398,1.667686743,0.800275121,NA,300.7061676,0.768603896,0.985499001,NA,0.771232829
71041,1004.677,NA,NA,1.627312066,0.78890881,NA,300.7527398,0.776404372,0.989346294,0.884435182,0.781091735
